index,critic,country,org,movie_name,movie_director,movie_year,d1,d2,d1_url,birth_place,d_countries,state,direc_birthyear,age
1159,Amy Nicholson,US,MTV News,Tropic Thunder ,Ben Stiller,2008.0,Ben Stiller,,/name/nm0001774/,"New York City, New York, USA", USA,New York,1965.0,54.0
1171,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1179,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,Spring Breakers ,Harmony Korine,2012.0,Harmony Korine,,/name/nm0005101/,"Bolinas, California, USA", USA,California,1973.0,46.0
1184,Matthew Patches,US,Thrillist,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
1185,Matthew Patches,US,Thrillist,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
1187,Matthew Patches,US,Thrillist,Zero Dark Thirty ,Kathryn Bigelow,2012.0,Kathryn Bigelow,,/name/nm0000941/,"San Carlos, California, USA", USA,California,1951.0,68.0
1188,Matthew Patches,US,Thrillist,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1190,Matthew Patches,US,Thrillist,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Larry Charles,2006.0,Larry Charles,,/name/nm0153078/,"Brooklyn, New York City, New York, USA", USA,New York,1956.0,63.0
1191,Steve Persall,US,Tampa Bay Times,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1196,Steve Persall,US,Tampa Bay Times,Almost Famous ,Cameron Crowe,2000.0,Cameron Crowe,,/name/nm0001081/,"Palm Springs, California, USA", USA,California,1957.0,62.0
1197,Steve Persall,US,Tampa Bay Times,A Serious Man ,Joel and Ethan Coen,2009.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1198,Steve Persall,US,Tampa Bay Times,Kill Bill: Vol. 1,Quentin Tarantino,2003.0,Quentin Tarantino,,/name/nm0000233/,"Knoxville, Tennessee, USA", USA,Tennessee,1963.0,56.0
1199,Steve Persall,US,Tampa Bay Times,Donnie Darko ,Richard Kelly,2001.0,Richard Kelly,,/name/nm0446819/,"Newport News, Virginia, USA", USA,Virginia,1975.0,44.0
1200,Steve Persall,US,Tampa Bay Times,"O Brother, Where Art Thou? ",Joel and Ethan Coen,2000.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1201,Michael Phillips,US,Chicago Tribune,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1202,Michael Phillips,US,Chicago Tribune,Ratatouille ,Brad Bird and Jan Pinkava,2007.0,Brad Bird, Jan Pinkava,/name/nm0083348/,"Kalispell, Montana, USA", USA,Montana,1957.0,62.0
1204,Michael Phillips,US,Chicago Tribune,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1206,Michael Phillips,US,Chicago Tribune,Her ,Spike Jonze,2013.0,Spike Jonze,,/name/nm0005069/,"Rockville, Maryland, USA", USA,Maryland,1969.0,50.0
1207,Michael Phillips,US,Chicago Tribune,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1209,Michael Phillips,US,Chicago Tribune,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
1210,Michael Phillips,US,Chicago Tribune,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
1213,Keith Phipps,US,Uproxx,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1214,Keith Phipps,US,Uproxx,Waking Life ,Richard Linklater,2001.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1216,Keith Phipps,US,Uproxx,Moonrise Kingdom ,Wes Anderson,2012.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
1217,Keith Phipps,US,Uproxx,25th Hour,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,"Atlanta, Georgia, USA", USA,Georgia,1957.0,62.0
1219,Keith Phipps,US,Uproxx,AI: Artificial Intelligence ,Steven Spielberg,2001.0,Steven Spielberg,,/name/nm0000229/,"Cincinnati, Ohio, USA", USA,Ohio,1946.0,73.0
1220,Keith Phipps,US,Uproxx,Only Lovers Left Alive ,Jim Jarmusch,2013.0,Jim Jarmusch,,/name/nm0000464/,"Akron, Ohio, USA", USA,Ohio,1953.0,66.0
1226,Hannah Pilarczyk,Germany,Der Spiegel,Carol ,Todd Haynes,2015.0,Todd Haynes,,/name/nm0001331/,"Los Angeles, California, USA", USA,California,1961.0,58.0
1228,Hannah Pilarczyk,Germany,Der Spiegel,The Master ,Paul Thomas Anderson,2012.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1241,Claudia Puig,US,Freelance film critic,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1244,Claudia Puig,US,Freelance film critic,The Hurt Locker ,Kathryn Bigelow,2008.0,Kathryn Bigelow,,/name/nm0000941/,"San Carlos, California, USA", USA,California,1951.0,68.0
1247,Claudia Puig,US,Freelance film critic,Sin Nombre ,Cary Joji Fukunaga,2009.0,Cary Joji Fukunaga,,/name/nm1560977/,"Oakland, California, USA", USA,California,1977.0,42.0
1248,Claudia Puig,US,Freelance film critic,Nebraska ,Alexander Payne,2013.0,Alexander Payne,,/name/nm0668247/,"Omaha, Nebraska, USA", USA,Nebraska,1961.0,58.0
1249,Claudia Puig,US,Freelance film critic,Fruitvale Station ,Ryan Coogler,2013.0,Ryan Coogler,,/name/nm3363032/,"Oakland, California, USA", USA,California,1986.0,33.0
1271,Jordan Raup,US,The Film Stage,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
1274,Jordan Raup,US,The Film Stage,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1275,Jordan Raup,US,The Film Stage,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
1276,Jordan Raup,US,The Film Stage,Inherent Vice ,Paul Thomas Anderson,2014.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1278,Jordan Raup,US,The Film Stage,Lost in Translation ,Sofia Coppola,2003.0,Sofia Coppola,,/name/nm0001068/,"New York City, New York, USA", USA,New York,1971.0,48.0
1279,Jordan Raup,US,The Film Stage,25th Hour,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,"Atlanta, Georgia, USA", USA,Georgia,1957.0,62.0
1280,Jordan Raup,US,The Film Stage,Carol ,Todd Haynes,2015.0,Todd Haynes,,/name/nm0001331/,"Los Angeles, California, USA", USA,California,1961.0,58.0
1281,Isabelle Regnier,France,Le Monde,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1284,Isabelle Regnier,France,Le Monde,The Yards ,James Gray,2000.0,James Gray,,/name/nm0336695/,"New York City, New York, USA", USA,New York,1969.0,50.0
1288,Isabelle Regnier,France,Le Monde,Twixt ,Francis Ford Coppola,2011.0,Francis Ford Coppola,,/name/nm0000338/,"Detroit, Michigan, USA", USA,Michigan,1939.0,80.0
1290,Isabelle Regnier,France,Le Monde,Spring Breakers ,Harmony Korine,2012.0,Harmony Korine,,/name/nm0005101/,"Bolinas, California, USA", USA,California,1973.0,46.0
1291,Mauricio Reina,Colombia,El Tiempo,The Diving Bell and the Butterfly ,Julian Schnabel,2007.0,Julian Schnabel,,/name/nm0773603/,"Brooklyn, New York, USA", USA,New York,1951.0,68.0
1294,Mauricio Reina,Colombia,El Tiempo,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,"Texas, USA", USA,Texas,1974.0,45.0
1296,Mauricio Reina,Colombia,El Tiempo,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1299,Mauricio Reina,Colombia,El Tiempo,WALL-E ,Andrew Stanton,2008.0,Andrew Stanton,,/name/nm0004056/,"Boston, Massachusetts, USA", USA,Massachusetts,1965.0,54.0
1302,Scott Renshaw,US,Salt Lake City Weekly,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1303,Scott Renshaw,US,Salt Lake City Weekly,The Master ,Paul Thomas Anderson,2012.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1305,Scott Renshaw,US,Salt Lake City Weekly,It's Such a Beautiful Day ,Don Hertzfeldt,2012.0,Don Hertzfeldt,,/name/nm0381116/,"Fremont, California, USA", USA,California,1976.0,43.0
1308,Scott Renshaw,US,Salt Lake City Weekly,Sita Sings the Blues ,Nina Paley,2008.0,Nina Paley,,/name/nm1315434/,"Champaign, Illinois, USA", USA,Illinois,1968.0,51.0
1312,Katey Rich,US,Vanity Fair,WALL-E ,Andrew Stanton,2008.0,Andrew Stanton,,/name/nm0004056/,"Boston, Massachusetts, USA", USA,Massachusetts,1965.0,54.0
1314,Katey Rich,US,Vanity Fair,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1316,Katey Rich,US,Vanity Fair,The Diving Bell and the Butterfly ,Julian Schnabel,2007.0,Julian Schnabel,,/name/nm0773603/,"Brooklyn, New York, USA", USA,New York,1951.0,68.0
1323,Carrie Rickey,US,Freelance film critic,Her ,Spike Jonze,2013.0,Spike Jonze,,/name/nm0005069/,"Rockville, Maryland, USA", USA,Maryland,1969.0,50.0
1326,Carrie Rickey,US,Freelance film critic,The New World ,Terrence Malick,2005.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
1329,Carrie Rickey,US,Freelance film critic,Selma ,Ava DuVernay,2014.0,Ava DuVernay,,/name/nm1148550/,"Long Beach, California, USA", USA,California,1972.0,47.0
1330,Carrie Rickey,US,Freelance film critic,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
1334,Sam Rigby,UK,BBC Culture,Finding Nemo ,Andrew Stanton and Lee Unkrich,2003.0,Andrew Stanton, Lee Unkrich,/name/nm0004056/,"Boston, Massachusetts, USA", USA,Massachusetts,1965.0,54.0
1335,Sam Rigby,UK,BBC Culture,Whiplash ,Damien Chazelle,2014.0,Damien Chazelle,,/name/nm3227090/,"Providence, Rhode Island, USA", USA,Rhode Island,1985.0,34.0
1336,Sam Rigby,UK,BBC Culture,Shame ,Steve McQueen,2011.0,Steve McQueen,,/name/nm0000537/,"Beech Grove, Indiana, USA", USA,Indiana,1930.0,89.0
1338,Sam Rigby,UK,BBC Culture,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1343,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,The Hurt Locker ,Kathryn Bigelow,2008.0,Kathryn Bigelow,,/name/nm0000941/,"San Carlos, California, USA", USA,California,1951.0,68.0
1351,Tim Robey,UK,The Daily Telegraph,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1352,Tim Robey,UK,The Daily Telegraph,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,"New York City, New York, USA", USA,New York,1958.0,61.0
1355,Tim Robey,UK,The Daily Telegraph,Carol ,Todd Haynes,2015.0,Todd Haynes,,/name/nm0001331/,"Los Angeles, California, USA", USA,California,1961.0,58.0
1358,Tim Robey,UK,The Daily Telegraph,Margaret ,Kenneth Lonergan,2011.0,Kenneth Lonergan,,/name/nm0518836/,"New York City, New York, USA", USA,New York,1962.0,57.0
1359,Tim Robey,UK,The Daily Telegraph,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1360,Tim Robey,UK,The Daily Telegraph,12 Years a Slave,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,"Beech Grove, Indiana, USA", USA,Indiana,1930.0,89.0
1361,Tasha Robinson,US,The Verge,25th Hour,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,"Atlanta, Georgia, USA", USA,Georgia,1957.0,62.0
1363,Tasha Robinson,US,The Verge,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,"Texas, USA", USA,Texas,1974.0,45.0
1366,Tasha Robinson,US,The Verge,The Incredibles ,Brad Bird,2004.0,Brad Bird,,/name/nm0083348/,"Kalispell, Montana, USA", USA,Montana,1957.0,62.0
1367,Tasha Robinson,US,The Verge,Gosford Park ,Robert Altman,2001.0,Robert Altman,,/name/nm0000265/,"Kansas City, Missouri, USA", USA,Missouri,1925.0,94.0
1370,Tasha Robinson,US,The Verge,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,"New York City, New York, USA", USA,New York,1958.0,61.0
1371,Rene Rodriguez,US,The Miami Herald,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1373,Rene Rodriguez,US,The Miami Herald,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1374,Rene Rodriguez,US,The Miami Herald,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1378,Rene Rodriguez,US,The Miami Herald,Adaptation ,Spike Jonze,2002.0,Spike Jonze,,/name/nm0005069/,"Rockville, Maryland, USA", USA,Maryland,1969.0,50.0
1380,Rene Rodriguez,US,The Miami Herald,Elephant ,Gus Van Sant,2003.0,Gus Van Sant,,/name/nm0001814/,"Louisville, Kentucky, USA", USA,Kentucky,1952.0,67.0
1385,Jonathan Romney,UK,Freelance film critic,The Royal Tenenbaums ,Wes Anderson,2001.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
1391,Alyssa Rosenberg,US,The Washington Post,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
1393,Alyssa Rosenberg,US,The Washington Post,Zero Dark Thirty ,Kathryn Bigelow,2012.0,Kathryn Bigelow,,/name/nm0000941/,"San Carlos, California, USA", USA,California,1951.0,68.0
1396,Alyssa Rosenberg,US,The Washington Post,Moonrise Kingdom ,Wes Anderson,2012.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
1397,Alyssa Rosenberg,US,The Washington Post,Beasts of the Southern Wild ,Benh Zeitlin,2012.0,Benh Zeitlin,,/name/nm1022455/,"Manhattan, New York, USA", USA,New York,1982.0,37.0
1398,Alyssa Rosenberg,US,The Washington Post,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1399,Alyssa Rosenberg,US,The Washington Post,Short Term 12,Destin Daniel Cretton,2013.0,Destin Daniel Cretton,,/name/nm2308774/,"Maui, Hawaii, USA", USA,Hawaii,1978.0,41.0
1400,Alyssa Rosenberg,US,The Washington Post,Monster ,Patty Jenkins,2003.0,Patty Jenkins,,/name/nm0420941/,"George Air Force Base, Victorville, California, USA", USA,California,1971.0,48.0
1406,E Nina Rothe,Italy,The Huffington Post,99 Homes,Ramin Bahrani,2014.0,Ramin Bahrani,,/name/nm1023919/,"North Carolina, USA", USA,North Carolina,1975.0,44.0
1407,E Nina Rothe,Italy,The Huffington Post,Somewhere ,Sofia Coppola,2010.0,Sofia Coppola,,/name/nm0001068/,"New York City, New York, USA", USA,New York,1971.0,48.0
1411,Joshua Rothkopf,US,Time Out New York,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
1412,Joshua Rothkopf,US,Time Out New York,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1415,Joshua Rothkopf,US,Time Out New York,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1419,Joshua Rothkopf,US,Time Out New York,25th Hour,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,"Atlanta, Georgia, USA", USA,Georgia,1957.0,62.0
1420,Joshua Rothkopf,US,Time Out New York,A Serious Man ,Joel and Ethan Coen,2009.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1421,Mohammed Rouda,Lebanon,Asharq Al-Awsat,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
1424,Mohammed Rouda,Lebanon,Asharq Al-Awsat,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1425,Mohammed Rouda,Lebanon,Asharq Al-Awsat,Letters From Iwo Jima ,Clint Eastwood,2006.0,Clint Eastwood,,/name/nm0000142/,"San Francisco, California, USA", USA,California,1930.0,89.0
1431,Mike Ryan,US,Uproxx,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1432,Mike Ryan,US,Uproxx,25th Hour,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,"Atlanta, Georgia, USA", USA,Georgia,1957.0,62.0
1433,Mike Ryan,US,Uproxx,Almost Famous ,Cameron Crowe,2000.0,Cameron Crowe,,/name/nm0001081/,"Palm Springs, California, USA", USA,California,1957.0,62.0
1434,Mike Ryan,US,Uproxx,Lost in Translation ,Sofia Coppola,2003.0,Sofia Coppola,,/name/nm0001068/,"New York City, New York, USA", USA,New York,1971.0,48.0
1435,Mike Ryan,US,Uproxx,Punch-Drunk Love ,Paul Thomas Anderson,2002.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1436,Mike Ryan,US,Uproxx,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
1438,Mike Ryan,US,Uproxx,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
1439,Mike Ryan,US,Uproxx,12 Years a Slave,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,"Beech Grove, Indiana, USA", USA,Indiana,1930.0,89.0
1440,Mike Ryan,US,Uproxx,Spotlight ,Tom McCarthy,2015.0,Tom McCarthy,,/name/nm0565336/,"New Providence, New Jersey, USA", USA,New Jersey,1966.0,53.0
1444,Alaka Sahani,India,The Indian Express,Kill Bill: Vol. 1,Quentin Tarantino,2003.0,Quentin Tarantino,,/name/nm0000233/,"Knoxville, Tennessee, USA", USA,Tennessee,1963.0,56.0
1449,Alaka Sahani,India,The Indian Express,Lost in Translation ,Sofia Coppola,2003.0,Sofia Coppola,,/name/nm0001068/,"New York City, New York, USA", USA,New York,1971.0,48.0
1465,Eric Sasono,Indonesia,Freelance film critic,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,"Texas, USA", USA,Texas,1974.0,45.0
1471,Nick Schager,US,Variety,The New World ,Terrence Malick,2005.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
1472,Nick Schager,US,Variety,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1473,Nick Schager,US,Variety,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
1474,Nick Schager,US,Variety,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1477,Nick Schager,US,Variety,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
1478,Nick Schager,US,Variety,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,"Texas, USA", USA,Texas,1974.0,45.0
1479,Nick Schager,US,Variety,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,"New York City, New York, USA", USA,New York,1958.0,61.0
1482,Missy Schwartz,US,Freelance film critic,Zero Dark Thirty ,Kathryn Bigelow,2012.0,Kathryn Bigelow,,/name/nm0000941/,"San Carlos, California, USA", USA,California,1951.0,68.0
1483,Missy Schwartz,US,Freelance film critic,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,"Bloomington, Minnesota, USA", USA,Minnesota,1968.0,51.0
1485,Missy Schwartz,US,Freelance film critic,The Departed ,Martin Scorsese,2006.0,Martin Scorsese,,/name/nm0000217/,"Queens, New York City, New York, USA", USA,New York,1942.0,77.0
1486,Missy Schwartz,US,Freelance film critic,12 Years a Slave,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,"Beech Grove, Indiana, USA", USA,Indiana,1930.0,89.0
1489,Missy Schwartz,US,Freelance film critic,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1492,Matt Zoller Seitz,US,New York Magazine,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,"Texas, USA", USA,Texas,1974.0,45.0
1493,Matt Zoller Seitz,US,New York Magazine,The Look of Silence ,Joshua Oppenheimer,2014.0,Joshua Oppenheimer,,/name/nm1484791/,"Texas, USA", USA,Texas,1974.0,45.0
1494,Matt Zoller Seitz,US,New York Magazine,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
1495,Matt Zoller Seitz,US,New York Magazine,Knight of Cups ,Terrence Malick,2015.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
1496,Matt Zoller Seitz,US,New York Magazine,Inherent Vice ,Paul Thomas Anderson,2014.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1497,Matt Zoller Seitz,US,New York Magazine,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
1503,Avner Shavit,Israel,Walla,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1504,Avner Shavit,Israel,Walla,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1505,Avner Shavit,Israel,Walla,The Hurt Locker ,Kathryn Bigelow,2008.0,Kathryn Bigelow,,/name/nm0000941/,"San Carlos, California, USA", USA,California,1951.0,68.0
1511,Catherine Shoard,UK,The Guardian,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1512,Catherine Shoard,UK,The Guardian,12 Years a Slave,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,"Beech Grove, Indiana, USA", USA,Indiana,1930.0,89.0
1516,Catherine Shoard,UK,The Guardian,Nebraska ,Alexander Payne,2013.0,Alexander Payne,,/name/nm0668247/,"Omaha, Nebraska, USA", USA,Nebraska,1961.0,58.0
1517,Catherine Shoard,UK,The Guardian,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1518,Catherine Shoard,UK,The Guardian,Team America: World Police ,Trey Parker,2004.0,Trey Parker,,/name/nm0005295/,"Conifer, Colorado, USA", USA,Colorado,1969.0,50.0
1520,Catherine Shoard,UK,The Guardian,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Larry Charles,2006.0,Larry Charles,,/name/nm0153078/,"Brooklyn, New York City, New York, USA", USA,New York,1956.0,63.0
1523,Yael Shuv,Israel,Time Out Tel Aviv,Margaret ,Kenneth Lonergan,2011.0,Kenneth Lonergan,,/name/nm0518836/,"New York City, New York, USA", USA,New York,1962.0,57.0
1524,Yael Shuv,Israel,Time Out Tel Aviv,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1525,Yael Shuv,Israel,Time Out Tel Aviv,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
1531,Matt Singer,US,ScreenCrush,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1533,Matt Singer,US,ScreenCrush,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1535,Matt Singer,US,ScreenCrush,The Master ,Paul Thomas Anderson,2012.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1536,Matt Singer,US,ScreenCrush,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1537,Matt Singer,US,ScreenCrush,The Diving Bell and the Butterfly ,Julian Schnabel,2007.0,Julian Schnabel,,/name/nm0773603/,"Brooklyn, New York, USA", USA,New York,1951.0,68.0
1539,Matt Singer,US,ScreenCrush,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,"Bloomington, Minnesota, USA", USA,Minnesota,1968.0,51.0
